,types,rarity,skin,total_traits,traits,total_hidden_traits,hidden_traits
4495,Male,6089,Albino,2,"Front Beard,Messy Hair",0,
4496,Female,5664,Mid,4,"Blue Eye Shadow,Earring,Hot Lipstick,Mohawk Thin",0,
4497,Male,3862,Light,2,"Clown Eyes Green,Fedora",0,
4498,Male,3951,Light,2,"Front Beard,Police Cap",0,
4499,Male,7957,Light,3,"Earring,Mohawk Dark,VR",0,
4500,Female,437,Dark,3,"Dark Hair,Purple Lipstick,Welding Goggles",0,
4501,Male,1398,Light,2,"Cowboy Hat,Mustache",0,
4502,Female,1694,Dark,2,"Black Lipstick,Straight Hair Blonde",0,
4503,Male,8739,Mid,2,"Crazy Hair,Shadow Beard",0,
4504,Female,5769,Mid,3,"Black Lipstick,Green Eye Shadow,Mohawk",0,
4505,Male,1063,Mid,3,"Earring,Headband,Rosy Cheeks",0,
4506,Male,60,Light,3,"Beanie,Earring,Front Beard",0,
4507,Male,4661,Mid,2,"Cap Forward,Normal Beard Black",0,
4508,Male,6896,Mid,4,"Bandana,Big Shades,Cigarette,Normal Beard Black",0,
4509,Male,6778,Light,2,"Cap,Normal Beard Black",0,
4510,Male,6822,Mid,4,"Earring,Eye Patch,Mohawk Dark,Normal Beard Black",0,
4511,Male,6579,Albino,2,"Do-rag,Mustache",0,
4512,Female,8459,Mid,3,"Bandana,Clown Eyes Green,Hot Lipstick",0,
4513,Zombie,54,Zombie,3,"Beanie,Earring,Luxurious Beard",0,
4514,Female,8230,Dark,2,"Cap,Hot Lipstick",0,
4515,Female,2586,Light,2,"Clown Eyes Blue,Clown Hair Green",0,
4516,Female,5372,Light,2,"Knitted Cap,Purple Eye Shadow",0,
4517,Female,1235,Mid,2,"Purple Eye Shadow,Wild White Hair",0,
4518,Female,8417,Light,3,"Clown Eyes Green,Hot Lipstick,Wild Hair",0,
4519,Male,7365,Dark,3,"Bandana,Goat,Horned Rim Glasses",0,
4520,Male,975,Albino,2,"Spots,Stringy Hair",0,
4521,Male,8860,Dark,3,"Knitted Cap,Regular Shades,Shadow Beard",0,
4522,Male,853,Dark,2,"Nerd Glasses,Top Hat",0,
4523,Male,9636,Mid,3,"Earring,Messy Hair,Regular Shades",0,
4524,Male,8970,Albino,2,"Classic Shades,Mohawk Dark",0,
4525,Female,2131,Dark,4,"Black Lipstick,Earring,Half Shaved,Pipe",1,Earring
4526,Male,4091,Dark,3,"Clown Nose,Hoodie,Normal Beard",0,
4527,Male,8022,Light,2,"Bandana,VR",0,
4528,Male,5183,Mid,3,"Front Beard,Frown,Frumpy Hair",1,Frown
4529,Male,771,Dark,3,"Eye Mask,Frown,Top Hat",0,
4530,Female,9292,Albino,3,"Cigarette,Hot Lipstick,Mohawk",0,
4531,Male,3160,Dark,3,"Luxurious Beard,Purple Hair,Small Shades",0,
4532,Male,5907,Light,2,"Knitted Cap,Vape",0,
4533,Male,3999,Dark,3,"Goat,Police Cap,VR",0,
4534,Male,6027,Light,3,"Front Beard,Knitted Cap,Nerd Glasses",0,
4535,Female,700,Dark,2,"Clown Eyes Green,Pink With Hat",0,
4536,Female,3022,Mid,3,"Dark Hair,Purple Lipstick,VR",0,
4537,Female,8227,Dark,3,"Cap,Earring,Hot Lipstick",0,
4538,Male,5986,Light,2,"Front Beard,Peak Spike",0,
4539,Male,9932,Light,2,"Bandana,Big Shades",0,
4540,Male,7779,Light,2,"Classic Shades,Peak Spike",0,
4541,Male,9474,Dark,3,"Earring,Eye Patch,Wild Hair",0,
4542,Male,2707,Light,2,"Clown Hair Green,Earring",0,
4543,Male,6484,Dark,2,"Frumpy Hair,Luxurious Beard",0,
4544,Male,6809,Light,2,"Crazy Hair,Normal Beard Black",0,
4545,Female,1229,Dark,3,"Hot Lipstick,Purple Eye Shadow,Wild White Hair",0,
4546,Female,9835,Light,3,"Earring,Mole,Stringy Hair",0,
4547,Female,9979,Light,3,"Bandana,Earring,Hot Lipstick",0,
4548,Female,2405,Mid,2,"Hot Lipstick,Red Mohawk",0,
4549,Male,2551,Albino,2,"Clown Hair Green,VR",0,
4550,Male,6627,Light,4,"Big Shades,Earring,Headband,Mustache",0,
4551,Male,4899,Mid,3,"Goat,Hoodie,VR",0,
4552,Male,5888,Dark,4,"Classic Shades,Earring,Headband,Vape",0,
4553,Male,6397,Mid,3,"Classic Shades,Crazy Hair,Luxurious Beard",0,
4554,Female,2616,Dark,4,"Hot Lipstick,Mole,Regular Shades,Straight Hair Dark",0,
4555,Male,7726,Light,2,"Frumpy Hair,Muttonchops",0,
4556,Male,5267,Light,3,"Clown Eyes Green,Frown,Mohawk",0,
4557,Male,6802,Dark,2,"Headband,Normal Beard Black",0,
4558,Male,4216,Dark,3,"Cap Forward,Normal Beard,Smile",1,Smile
4559,Zombie,564,Zombie,2,"Earring,Stringy Hair",0,
4560,Female,1193,Light,3,"Blonde Short,Cigarette,Mole",0,
4561,Male,3903,Mid,2,"Cigarette,Fedora",0,
4562,Female,8008,Light,3,"Black Lipstick,Stringy Hair,VR",0,
4563,Female,8920,Dark,2,"Knitted Cap,Mole",0,
4564,Male,9869,Albino,2,"Earring,Stringy Hair",0,
4565,Male,4927,Light,3,"Hoodie,Shadow Beard,VR",0,
4566,Female,727,Light,2,"Big Shades,Pink With Hat",0,
4567,Male,322,Mid,3,"Bandana,Big Beard,Buck Teeth",0,
4568,Female,1717,Dark,2,"Purple Lipstick,Straight Hair Blonde",0,
4569,Male,8518,Light,3,"Clown Eyes Blue,Mohawk,Shadow Beard",0,
4570,Male,9492,Mid,2,"Classic Shades,Wild Hair",0,
4571,Female,8762,Dark,2,"Big Shades,Crazy Hair",0,
4572,Male,3127,Mid,4,"Frown,Mustache,Nerd Glasses,Purple Hair",0,
4573,Female,8542,Dark,2,"Clown Eyes Blue,Frumpy Hair",0,
4574,Male,5255,Dark,4,"Crazy Hair,Frown,Shadow Beard,VR",0,
4575,Female,1228,Dark,4,"Mole,Purple Eye Shadow,Purple Lipstick,Wild White Hair",0,
4576,Male,6560,Mid,3,"3D Glasses,Bandana,Earring",0,
4577,Male,6329,Light,2,"Luxurious Beard,Shaved Head",0,
4578,Male,7934,Mid,3,"Cigarette,Headband,VR",0,
4579,Female,8102,Albino,1,Stringy Hair,0,
4580,Female,5645,Light,3,"Blue Eye Shadow,Crazy Hair,Earring",0,
4581,Male,382,Mid,3,"Big Shades,Buck Teeth,Headband",0,
4582,Male,6374,Dark,3,"Frumpy Hair,Luxurious Beard,Small Shades",0,
4583,Male,855,Dark,2,"Mole,Top Hat",0,
4584,Female,2491,Dark,4,"Cigarette,Green Eye Shadow,Purple Lipstick,Straight Hair Dark",0,
4585,Female,1284,Dark,2,"Clown Eyes Blue,Wild White Hair",0,
4586,Female,8765,Light,2,"Big Shades,Crazy Hair",0,
4587,Male,6096,Dark,3,"Front Beard,Regular Shades,Stringy Hair",0,
4588,Male,6157,Mid,3,"Chinstrap,Crazy Hair,VR",0,
4589,Male,4916,Light,3,"Hoodie,Muttonchops,Nerd Glasses",0,
4590,Male,3288,Dark,5,"Clown Eyes Blue,Earring,Muttonchops,Pipe,Police Cap",0,
4591,Male,8168,Dark,2,"Cap,Shadow Beard",0,
4592,Male,6044,Dark,3,"Front Beard,Horned Rim Glasses,Mohawk Thin",0,
4593,Male,4147,Albino,3,"Clown Eyes Green,Clown Nose,Mohawk Thin",0,
4594,Male,3977,Albino,2,"Mustache,Police Cap",0,
4595,Female,2132,Light,3,"Black Lipstick,Blonde Bob,Pipe",0,
4596,Male,3371,Dark,4,"Clown Nose,Gold Chain,Knitted Cap,Medical Mask",0,
4597,Female,7976,Dark,3,"Black Lipstick,Frumpy Hair,VR",0,
4598,Female,1166,Mid,3,"Blonde Short,Hot Lipstick,Regular Shades",0,
4599,Male,9501,Mid,3,"Big Shades,Shadow Beard,Wild Hair",0,
4600,Male,7557,Light,2,"Big Shades,Shaved Head",0,
4601,Male,6932,Dark,3,"Classic Shades,Normal Beard,Peak Spike",0,
4602,Male,3931,Mid,3,"Handlebars,Nerd Glasses,Police Cap",0,
4603,Male,4757,Dark,3,"Big Shades,Cap Forward,Earring",0,
4604,Male,844,Mid,2,"Shadow Beard,Top Hat",0,
4605,Male,4150,Mid,3,"Clown Nose,Earring,Headband",0,
4606,Female,2303,Dark,2,"Big Shades,Half Shaved",0,
4607,Male,2514,Light,2,"Clown Hair Green,Vape",0,
4608,Male,4906,Albino,2,"Goat,Hoodie",0,
4609,Male,8677,Mid,2,"Headband,Nerd Glasses",0,
4610,Male,7192,Light,3,"Earring,Eye Mask,Stringy Hair",0,
4611,Male,1348,Dark,3,"Big Shades,Cowboy Hat,Medical Mask",0,
4612,Female,181,Dark,3,"Earring,Pilot Helmet,Purple Lipstick",1,Earring
4613,Male,9381,Albino,2,"Frumpy Hair,Regular Shades",0,
4614,Male,7568,Mid,3,"Do-rag,Earring,Nerd Glasses",0,
4615,Female,2265,Dark,3,"Half Shaved,Purple Lipstick,Regular Shades",0,
4616,Female,4105,Mid,3,"Blue Eye Shadow,Cap,Clown Nose",0,
4617,Female,9387,Light,3,"Big Shades,Black Lipstick,Frumpy Hair",0,
4618,Male,7482,Light,3,"Classic Shades,Do-rag,Earring",0,
4619,Female,278,Albino,1,Orange Side,0,
4620,Male,4689,Light,4,"Big Shades,Cap Forward,Mole,Muttonchops",1,Mole
4621,Female,3627,Mid,2,"Green Eye Shadow,Tassle Hat",0,
4622,Female,9629,Light,3,"Messy Hair,Purple Lipstick,Regular Shades",0,
4623,Male,7312,Light,3,"Goat,Mohawk,Nerd Glasses",0,
4624,Female,8212,Mid,2,"Black Lipstick,Cap",0,
4625,Female,8179,Dark,4,"Big Shades,Cap,Earring,Hot Lipstick",0,
4626,Female,9638,Light,2,"Messy Hair,Regular Shades",0,
4627,Female,430,Dark,2,"Clown Hair Green,Welding Goggles",0,
4628,Male,7602,Mid,3,"Muttonchops,Peak Spike,VR",0,
4629,Male,1841,Light,2,"Big Beard,Knitted Cap",0,
4630,Female,7963,Mid,3,"Black Lipstick,Mohawk,VR",0,
4631,Male,3173,Dark,2,"Mustache,Purple Hair",0,
4632,Male,1933,Dark,4,"Chinstrap,Earring,Frown,Vampire Hair",0,
4633,Male,1875,Dark,2,"Big Beard,Stringy Hair",0,
4634,Female,5899,Dark,2,"Crazy Hair,Vape",0,
4635,Male,4664,Mid,4,"Cap Forward,Earring,Eye Patch,Normal Beard",0,
4636,Male,9384,Light,2,"Frumpy Hair,Regular Shades",0,
4637,Female,1888,Light,4,"Black Lipstick,Cigarette,Red Mohawk,Silver Chain",0,
4638,Female,473,Mid,3,"Black Lipstick,Messy Hair,Welding Goggles",0,
4639,Female,1217,Light,2,"Silver Chain,Wild White Hair",0,
4640,Male,772,Mid,3,"Frown,Nerd Glasses,Top Hat",0,
4641,Female,1510,Light,3,"Cigarette,Purple Eye Shadow,Wild Blonde",0,
4642,Male,3845,Mid,4,"Fedora,Horned Rim Glasses,Mole,Muttonchops",1,Mole
4643,Female,5776,Mid,3,"Green Eye Shadow,Hot Lipstick,Mohawk",0,
4644,Male,1755,Dark,3,"Bandana,Big Beard,Gold Chain",0,
4645,Male,9362,Mid,2,"Classic Shades,Frumpy Hair",0,
4646,Male,4025,Dark,3,"Earring,Police Cap,Small Shades",0,
4647,Male,768,Mid,4,"Earring,Front Beard Dark,Mole,Top Hat",0,
4648,Male,7394,Mid,2,"Muttonchops,Shaved Head",0,
4649,Male,6918,Light,3,"Earring,Normal Beard,Shaved Head",0,
4650,Male,6048,Dark,3,"Earring,Front Beard,Mohawk Thin",0,
4651,Male,4344,Dark,3,"Mohawk Thin,Shadow Beard,Smile",0,
4652,Female,8523,Light,3,"Clown Eyes Blue,Mohawk Thin,Purple Lipstick",0,
4653,Male,916,Dark,4,"Cigarette,Hoodie,Horned Rim Glasses,Spots",0,
4654,Female,618,Mid,3,"Eye Patch,Pigtails,Purple Lipstick",0,
4655,Male,6944,Mid,4,"Earring,Normal Beard,Pipe,Wild Hair",0,
4656,Female,1162,Mid,2,"Blonde Short,Classic Shades",0,
4657,Male,7461,Dark,3,"Cigarette,Eye Patch,Shaved Head",0,
4658,Male,4469,Mid,3,"Earring,Goat,Mole",0,
4659,Male,6512,Light,2,"3D Glasses,Wild Hair",0,
4660,Male,1931,Light,4,"Earring,Eye Patch,Front Beard Dark,Vampire Hair",0,
4661,Male,4675,Dark,2,"Cap Forward,Eye Mask",0,
4662,Male,7640,Mid,4,"Cap,Cigarette,Classic Shades,Muttonchops",0,
4663,Male,9209,Light,2,"Horned Rim Glasses,Mohawk Thin",0,
4664,Female,9260,Albino,3,"Mohawk Thin,Mole,Purple Lipstick",0,
4665,Male,3827,Mid,2,"Fedora,Normal Beard",0,
4666,Female,2490,Light,3,"Black Lipstick,Green Eye Shadow,Straight Hair Dark",0,
4667,Male,5205,Mid,4,"Bandana,Cigarette,Frown,Normal Beard Black",1,Frown
4668,Male,4944,Albino,4,"Clown Eyes Green,Earring,Hoodie,Mole",1,Earring
4669,Male,3323,Mid,5,"Earring,Frown,Mole,Small Shades,Wild Hair",0,
4670,Male,6737,Light,3,"Clown Eyes Blue,Do-rag,Normal Beard Black",0,
4671,Female,4155,Dark,2,"Clown Nose,Crazy Hair",0,
4672,Male,9196,Mid,3,"Earring,Horned Rim Glasses,Mohawk",0,
4673,Female,4573,Light,2,"Black Lipstick,Nerd Glasses",0,
4674,Female,610,Light,3,"Black Lipstick,Clown Eyes Blue,Pigtails",0,
4675,Female,8023,Mid,2,"Bandana,VR",0,
4676,Female,988,Dark,2,"Blonde Bob,Rosy Cheeks",0,
4677,Female,439,Dark,3,"Dark Hair,Earring,Welding Goggles",1,Earring
4678,Male,3307,Light,5,"Cap Forward,Earring,Horned Rim Glasses,Mole,Mustache",0,
4679,Male,7401,Albino,2,"Do-rag,Pipe",0,
4680,Male,4893,Mid,4,"Eye Mask,Hoodie,Mole,Shadow Beard",0,
4681,Female,3550,Dark,2,"Crazy Hair,Medical Mask",0,
4682,Female,9676,Dark,3,"Earring,Messy Hair,Nerd Glasses",0,
4683,Male,4807,Mid,4,"Earring,Handlebars,Hoodie,VR",1,Earring
4684,Male,7502,Dark,4,"Cigarette,Do-rag,Earring,Shadow Beard",0,
4685,Male,3978,Dark,2,"Mustache,Police Cap",0,
4686,Male,337,Dark,3,"Buck Teeth,Cigarette,Fedora",0,
4687,Female,4415,Mid,2,"Clown Eyes Blue,Vape",0,
4688,Male,7586,Dark,3,"Cigarette,Do-rag,Earring",0,
4689,Male,4456,Mid,2,"Cigarette,Normal Beard",0,
4690,Male,4721,Mid,3,"Cap Forward,Clown Eyes Blue,Earring",0,
4691,Male,9343,Light,3,"Eye Patch,Frumpy Hair,Mole",0,
4692,Male,7883,Light,2,"Mohawk,Pipe",0,
4693,Female,9480,Mid,2,"Eye Patch,Wild Hair",0,
4694,Male,4288,Mid,2,"Do-rag,Smile",0,
4695,Male,6985,Dark,2,"Crazy Hair,Normal Beard",0,
4696,Female,8187,Light,3,"Big Shades,Cap,Earring",0,
4697,Male,4252,Mid,3,"Headband,Luxurious Beard,Smile",1,Smile
4698,Male,1831,Mid,3,"Big Beard,Cigarette,Headband",0,
4699,Male,7752,Albino,2,"Eye Patch,Peak Spike",0,
4700,Female,9703,Mid,3,"Cigarette,Messy Hair,Purple Lipstick",0,
4701,Male,8345,Mid,3,"Cigarette,Clown Eyes Green,Crazy Hair",0,
4702,Female,3637,Light,4,"Earring,Eye Mask,Purple Lipstick,Tassle Hat",1,Earring
4703,Male,8892,Mid,3,"Earring,Horned Rim Glasses,Knitted Cap",0,
4704,Female,8331,Albino,2,"Clown Eyes Green,Headband",0,
4705,Male,8280,Albino,2,"Mohawk Thin,Small Shades",0,
4706,Male,4618,Albino,4,"Cap Forward,Chinstrap,Earring,Eye Mask",0,
4707,Male,3913,Dark,3,"Nerd Glasses,Police Cap,Smile",0,
4708,Male,4036,Dark,3,"Earring,Eye Patch,Police Cap",0,
4709,Male,4506,Dark,1,Shadow Beard,0,
4710,Female,1163,Mid,3,"Black Lipstick,Blonde Short,Regular Shades",0,
4711,Female,2591,Dark,3,"Eye Patch,Hot Lipstick,Straight Hair Dark",0,
4712,Female,1735,Light,3,"Cigarette,Earring,Wild Blonde",0,
4713,Male,4873,Light,3,"Hoodie,Horned Rim Glasses,Normal Beard Black",0,
4714,Male,6347,Mid,3,"Earring,Luxurious Beard,Peak Spike",0,
4715,Male,5288,Light,2,"Frown,Knitted Cap",0,
4716,Female,3277,Light,5,"Black Lipstick,Earring,Eye Mask,Mole,Tassle Hat",1,Earring
4717,Male,7565,Light,3,"Cigarette,Nerd Glasses,Shaved Head",0,
4718,Male,3531,Dark,2,"Medical Mask,Shaved Head",0,
4719,Female,1577,Mid,3,"Pipe,Purple Lipstick,Straight Hair Blonde",0,
4720,Male,7583,Light,2,"Mole,Shaved Head",0,
4721,Female,9851,Light,3,"Cigarette,Hot Lipstick,Stringy Hair",0,
4722,Female,2851,Mid,2,"Hot Lipstick,Straight Hair",0,
4723,Male,3523,Mid,4,"Classic Shades,Medical Mask,Normal Beard Black,Shaved Head",0,
4724,Male,917,Mid,3,"Earring,Hoodie,Spots",1,Earring
4725,Male,1801,Dark,3,"Big Beard,Earring,Shaved Head",0,
4726,Female,2432,Dark,2,"Silver Chain,Straight Hair Dark",0,
4727,Male,9934,Mid,2,"Bandana,Big Shades",0,
4728,Male,7087,Dark,3,"Do-rag,Earring,Eye Mask",0,
4729,Female,4510,Mid,1,Regular Shades,0,
4730,Male,1788,Light,4,"Big Beard,Cigarette,Frown,Mohawk",1,Frown
4731,Male,6907,Mid,4,"Earring,Normal Beard,Shaved Head,Small Shades",0,
4732,Male,8195,Light,2,"Cap,Horned Rim Glasses",0,
4733,Male,7439,Dark,2,"Shaved Head,Small Shades",0,
4734,Male,7142,Mid,3,"Eye Mask,Mohawk Dark,Mole",0,
4735,Male,4296,Mid,3,"Mole,Peak Spike,Smile",0,
4736,Male,4395,Mid,2,"Eye Patch,Frown",0,
4737,Male,7542,Dark,3,"Do-rag,Earring,Horned Rim Glasses",0,
4738,Female,2008,Light,3,"Green Eye Shadow,Half Shaved,Mole",0,
4739,Male,6211,Dark,2,"Chinstrap,Mohawk Dark",0,
4740,Female,1252,Mid,2,"Green Eye Shadow,Wild White Hair",0,
4741,Male,4470,Dark,3,"Clown Eyes Blue,Muttonchops,Pipe",0,
4742,Female,5808,Dark,3,"Green Eye Shadow,Hot Lipstick,Messy Hair",0,
4743,Male,5876,Light,3,"Bandana,Vape,VR",0,
4744,Male,6672,Dark,3,"Classic Shades,Mohawk Thin,Mustache",0,
4745,Male,4127,Light,4,"Clown Nose,Eye Mask,Mohawk Thin,Shadow Beard",0,
4746,Male,4258,Mid,4,"3D Glasses,Bandana,Shadow Beard,Smile",0,
4747,Zombie,543,Zombie,2,"Clown Eyes Blue,Headband",0,
4748,Male,3117,Light,2,"Clown Nose,Purple Hair",0,
4749,Male,5222,Mid,3,"Do-rag,Frown,Small Shades",0,
4750,Male,1373,Light,3,"Cowboy Hat,Front Beard,Nerd Glasses",0,
4751,Female,9599,Light,3,"Cigarette,Eye Patch,Messy Hair",0,
4752,Female,233,Dark,3,"Horned Rim Glasses,Purple Lipstick,Tiara",0,
4753,Male,8886,Mid,3,"Big Shades,Cigarette,Knitted Cap",0,
4754,Male,2058,Albino,2,"Chinstrap,Vampire Hair",0,
4755,Male,7063,Dark,3,"Earring,Messy Hair,Normal Beard",0,
4756,Female,2582,Mid,3,"Clown Eyes Blue,Hot Lipstick,Straight Hair Dark",0,
4757,Male,4924,Light,3,"Hoodie,Mole,Pipe",0,
4758,Male,7009,Mid,3,"Earring,Mohawk Dark,Normal Beard",0,
4759,Male,3135,Mid,3,"Big Shades,Handlebars,Purple Hair",0,
4760,Male,4885,Mid,3,"Hoodie,Normal Beard,Regular Shades",0,
4761,Female,1656,Dark,3,"Black Lipstick,Horned Rim Glasses,Straight Hair Blonde",0,
4762,Male,9156,Mid,3,"Cigarette,Mohawk,Regular Shades",0,
4763,Female,9642,Light,4,"Big Shades,Black Lipstick,Earring,Messy Hair",0,
4764,Male,7825,Mid,3,"Cigarette,Earring,Peak Spike",0,
4765,Male,2128,Dark,3,"Pipe,Shadow Beard,Vampire Hair",0,
4766,Male,6086,Dark,4,"Earring,Front Beard,Messy Hair,Nerd Glasses",0,
4767,Female,3660,Dark,4,"Clown Eyes Green,Earring,Purple Lipstick,Tassle Hat",1,Earring
4768,Female,9264,Light,3,"Hot Lipstick,Mohawk Thin,Mole",0,
4769,Female,686,Mid,2,"Pink With Hat,Vape",0,
4770,Male,4966,Mid,3,"Hoodie,Mole,Shadow Beard",0,
4771,Male,7348,Dark,2,"Goat,Messy Hair",0,
4772,Female,2817,Dark,3,"Big Shades,Hot Lipstick,Straight Hair",0,
4773,Male,4039,Light,2,"Classic Shades,Police Cap",0,
4774,Male,1044,Mid,4,"Clown Eyes Green,Do-rag,Earring,Rosy Cheeks",0,
4775,Male,2037,Dark,3,"Mole,Vampire Hair,Vape",0,
4776,Male,1857,Light,4,"Big Beard,Cigarette,Eye Patch,Frumpy Hair",0,
4777,Male,9316,Mid,3,"Cigarette,Earring,Mohawk",0,
4778,Female,8598,Mid,3,"Bandana,Clown Eyes Blue,Earring",0,
4779,Female,7133,Mid,2,"Crazy Hair,Eye Mask",0,
4780,Male,1427,Dark,2,"Cowboy Hat,VR",0,
4781,Male,5305,Mid,2,"Frown,Mohawk Thin",0,
4782,Female,4195,Dark,2,"Clown Nose,Wild Hair",0,
4783,Male,6552,Mid,3,"Bandana,Horned Rim Glasses,Luxurious Beard",0,
4784,Female,2798,Mid,3,"Earring,Eye Patch,Straight Hair",1,Earring
4785,Male,1010,Dark,4,"Luxurious Beard,Medical Mask,Mohawk Dark,Rosy Cheeks",0,
4786,Male,328,Mid,2,"Buck Teeth,Clown Hair Green",0,
4787,Female,2833,Light,3,"Black Lipstick,Cigarette,Straight Hair",0,
4788,Female,187,Dark,3,"Earring,Hot Lipstick,Pilot Helmet",1,Earring
4789,Male,8515,Mid,2,"Clown Eyes Blue,Mohawk Dark",0,
4790,Male,6637,Light,4,"Big Shades,Cigarette,Crazy Hair,Mustache",0,
4791,Male,8547,Dark,3,"Clown Eyes Blue,Shadow Beard,Wild Hair",0,
4792,Male,4405,Mid,2,"Earring,Handlebars",0,
4793,Male,9139,Dark,3,"Earring,Mohawk,Shadow Beard",0,
4794,Male,3858,Albino,2,"Fedora,Small Shades",0,
4795,Male,3462,Light,2,"Gold Chain,Wild Hair",0,
4796,Male,4775,Mid,2,"Cap Forward,Mole",0,
4797,Female,3720,Light,2,"Mole,Tassle Hat",0,
4798,Female,980,Dark,2,"Rosy Cheeks,Straight Hair Blonde",0,
4799,Female,1522,Mid,4,"Black Lipstick,Blue Eye Shadow,Earring,Straight Hair Blonde",1,Earring
4800,Male,6369,Mid,2,"Cap,Luxurious Beard",0,
4801,Male,4688,Dark,3,"Cap Forward,Muttonchops,Regular Shades",0,
4802,Female,2431,Light,3,"Hot Lipstick,Silver Chain,Straight Hair Dark",0,
4803,Female,8773,Light,3,"Black Lipstick,Crazy Hair,Nerd Glasses",0,
4804,Male,9478,Dark,2,"Eye Patch,Wild Hair",0,
4805,Male,4099,Light,4,"Clown Eyes Green,Clown Nose,Crazy Hair,Frown",0,
4806,Female,2724,Mid,2,"Medical Mask,Straight Hair",0,
4807,Male,3771,Dark,3,"Fedora,Frown,Shadow Beard",0,
4808,Male,5024,Mid,3,"Eye Patch,Front Beard Dark,Shaved Head",0,
4809,Male,6840,Dark,3,"Horned Rim Glasses,Mohawk,Normal Beard Black",0,
4810,Male,7516,Mid,2,"Shadow Beard,Shaved Head",0,
4811,Male,7553,Dark,2,"Big Shades,Shaved Head",0,
4812,Male,392,Light,3,"Buck Teeth,Messy Hair,Nerd Glasses",0,
4813,Female,9302,Mid,3,"Earring,Hot Lipstick,Mohawk Thin",0,
4814,Female,5744,Dark,3,"Crazy Hair,Earring,Green Eye Shadow",0,
4815,Female,5698,Dark,3,"Blue Eye Shadow,Earring,Messy Hair",0,
4816,Male,4677,Mid,3,"Cap Forward,Goat,Pipe",0,
4817,Female,4495,Light,1,Clown Eyes Green,0,
4818,Male,7324,Mid,2,"Goat,Mohawk Thin",0,
4819,Male,7928,Dark,3,"Cap,Earring,VR",0,
4820,Male,3245,Albino,4,"Cigarette,Earring,Horned Rim Glasses,Purple Hair",1,Earring
4821,Female,5396,Light,2,"Mohawk,Purple Eye Shadow",0,
4822,Male,2061,Mid,3,"3D Glasses,Normal Beard Black,Vampire Hair",0,
4823,Female,9922,Albino,2,"Bandana,Big Shades",0,
4824,Male,4030,Mid,3,"Clown Eyes Blue,Earring,Police Cap",0,
4825,Male,5493,Albino,3,"Handlebars,Peak Spike,Regular Shades",0,
4826,Male,7095,Mid,2,"Eye Mask,Shaved Head",0,
4827,Male,6539,Light,3,"Luxurious Beard,Regular Shades,Stringy Hair",0,
4828,Male,4701,Albino,2,"Cap Forward,VR",0,
4829,Female,1490,Dark,3,"Big Shades,Medical Mask,Straight Hair Blonde",0,
4830,Zombie,488,Zombie,3,"Classic Shades,Medical Mask,Wild Hair",0,
4831,Male,7355,Dark,4,"Cigarette,Goat,Nerd Glasses,Stringy Hair",0,
4832,Male,2527,Mid,3,"Clown Hair Green,Mole,Mustache",0,
4833,Female,3053,Mid,3,"Classic Shades,Dark Hair,Hot Lipstick",0,
4834,Female,8428,Albino,3,"Clown Eyes Green,Hot Lipstick,Messy Hair",0,
4835,Female,586,Mid,3,"Earring,Green Eye Shadow,Pigtails",0,
4836,Male,5125,Albino,2,"Front Beard Dark,Mohawk",0,
4837,Male,6418,Dark,4,"Horned Rim Glasses,Knitted Cap,Luxurious Beard,Mole",1,Mole
4838,Male,1929,Mid,2,"Clown Nose,Vampire Hair",0,
4839,Female,1979,Mid,4,"Blue Eye Shadow,Cigarette,Purple Lipstick,Red Mohawk",0,
4840,Male,9508,Dark,2,"Shadow Beard,Wild Hair",0,
4841,Male,7580,Dark,2,"Do-rag,Mole",0,
4842,Male,4351,Mid,3,"Earring,Mohawk Thin,Smile",0,
4843,Male,7329,Mid,2,"Frumpy Hair,Goat",0,
4844,Male,8250,Dark,2,"Headband,Small Shades",0,
4845,Male,6913,Mid,3,"Do-rag,Horned Rim Glasses,Normal Beard",0,
4846,Female,1324,Light,2,"Mole,Wild White Hair",0,
4847,Male,4319,Dark,4,"Crazy Hair,Earring,Shadow Beard,Smile",0,
4848,Female,1531,Dark,2,"Blue Eye Shadow,Straight Hair Blonde",0,
4849,Female,1555,Mid,2,"Green Eye Shadow,Wild Blonde",0,
4850,Zombie,484,Zombie,1,Purple Hair,0,
4851,Male,1405,Mid,2,"Cowboy Hat,Normal Beard Black",0,
4852,Male,2299,Mid,3,"Big Shades,Earring,Vampire Hair",0,
4853,Male,1791,Dark,4,"Big Beard,Classic Shades,Peak Spike,Vape",0,
4854,Male,6176,Light,3,"Bandana,Chinstrap,Small Shades",0,
4855,Male,7412,Mid,3,"Earring,Shaved Head,VR",0,
4856,Male,8661,Dark,2,"Headband,Horned Rim Glasses",0,
4857,Female,7942,Mid,2,"Crazy Hair,VR",0,
4858,Male,6872,Mid,3,"Earring,Normal Beard Black,Wild Hair",0,
4859,Female,1736,Dark,2,"Cigarette,Wild Blonde",0,
4860,Female,289,Light,2,"Clown Eyes Blue,Orange Side",0,
4861,Male,6854,Light,2,"Mohawk Thin,Normal Beard Black",0,
4862,Male,2652,Dark,2,"Clown Hair Green,Nerd Glasses",0,
4863,Male,4278,Mid,4,"Do-rag,Earring,Regular Shades,Smile",0,
4864,Male,9081,Mid,3,"Earring,Eye Patch,Mohawk",0,
4865,Male,6997,Mid,2,"Knitted Cap,Normal Beard",0,
