,types,rarity,skin,total_traits,traits
6355,Male,6617,Light,3,"Mustache,Small Shades,Wild Hair"
6356,Male,4514,Light,1,Big Shades
6357,Female,1197,Albino,3,"Blonde Short,Earring,Purple Lipstick"
6358,Female,3575,Mid,3,"Medical Mask,Messy Hair,Purple Lipstick,Hidden Lipstick"
6359,Male,923,Dark,3,"Chinstrap,Peak Spike,Spots"
6360,Male,1393,Mid,4,"Cowboy Hat,Earring,Mustache,Regular Shades"
6361,Male,8289,Albino,3,"Frumpy Hair,Shadow Beard,Small Shades"
6362,Male,6904,Dark,3,"Eye Mask,Mohawk Thin,Normal Beard"
6363,Male,5973,Albino,2,"Front Beard,Shaved Head"
6364,Male,6851,Mid,3,"Earring,Mohawk Thin,Normal Beard Black"
6365,Female,2727,Dark,4,"Clown Eyes Green,Clown Nose,Purple Lipstick,Straight Hair"
6366,Male,6729,Light,2,"Bandana,Mustache"
6367,Male,3358,Dark,5,"Cigarette,Earring,Muttonchops,Shaved Head,VR"
6368,Female,2713,Light,3,"Purple Lipstick,Silver Chain,Straight Hair"
6369,Female,2133,Dark,4,"Half Shaved,Mole,Pipe,Purple Lipstick"
6370,Female,1511,Albino,3,"Earring,Purple Eye Shadow,Straight Hair Blonde,Hidden Earring"
6371,Female,5395,Dark,2,"Mohawk Thin,Purple Eye Shadow"
6372,Male,7234,Mid,4,"Goat,Mole,Nerd Glasses,Peak Spike"
6373,Male,1827,Dark,3,"Big Beard,Headband,Nerd Glasses"
6374,Male,4710,Dark,4,"Cap Forward,Cigarette,Shadow Beard,Small Shades"
6375,Male,1426,Dark,2,"Cowboy Hat,Pipe"
6376,Female,7114,Dark,4,"Eye Mask,Pipe,Purple Lipstick,Stringy Hair"
6377,Female,1647,Mid,3,"Hot Lipstick,Regular Shades,Wild Blonde"
6378,Female,7181,Albino,2,"Eye Mask,Messy Hair"
6379,Female,9252,Light,3,"Black Lipstick,Earring,Mohawk Thin"
6380,Male,5030,Mid,4,"Do-rag,Earring,Front Beard Dark,Nerd Glasses"
6381,Female,1652,Light,2,"Regular Shades,Straight Hair Blonde"
6382,Male,3966,Dark,2,"Luxurious Beard,Police Cap"
6383,Female,9822,Albino,3,"Black Lipstick,Mole,Stringy Hair"
6384,Male,5576,Light,3,"Earring,Handlebars,Mohawk Thin"
6385,Male,2901,Light,4,"Cap,Cigarette,Mustache,Silver Chain"
6386,Female,7884,Mid,2,"Mohawk Thin,Pipe"
6387,Male,5586,Dark,3,"Earring,Frumpy Hair,Handlebars"
6388,Female,5830,Light,3,"Bandana,Earring,Green Eye Shadow"
6389,Female,3076,Light,3,"Dark Hair,Nerd Glasses,Purple Lipstick"
6390,Female,5653,Dark,3,"Blue Eye Shadow,Mohawk Dark,Purple Lipstick"
6391,Male,6226,Dark,3,"Big Shades,Chinstrap,Frumpy Hair"
6392,Male,5318,Light,4,"Cigarette,Frown,Regular Shades,Wild Hair"
6393,Male,8278,Mid,3,"Cigarette,Mohawk,Small Shades"
6394,Female,5410,Mid,3,"Mole,Purple Eye Shadow,Wild Hair"
6395,Male,7315,Dark,3,"Cigarette,Goat,Mohawk"
6396,Male,6988,Light,4,"Classic Shades,Knitted Cap,Mole,Normal Beard,Hidden Mole"
6397,Male,5996,Dark,3,"Cap,Earring,Front Beard"
6398,Male,7801,Albino,3,"Earring,Horned Rim Glasses,Peak Spike"
6399,Male,8861,Dark,4,"Big Shades,Cigarette,Knitted Cap,Shadow Beard"
6400,Male,4925,Dark,2,"Hoodie,Pipe"
6401,Female,5693,Mid,3,"Black Lipstick,Blue Eye Shadow,Messy Hair"
6402,Female,601,Mid,2,"Pigtails,VR"
6403,Male,4782,Mid,2,"Cap Forward,Cigarette"
6404,Male,2855,Dark,3,"Luxurious Beard,Purple Hair,Silver Chain"
6405,Female,2943,Mid,3,"Earring,Mohawk Dark,Silver Chain"
6406,Male,6317,Albino,2,"Luxurious Beard,Shaved Head"
6407,Male,6335,Mid,3,"3D Glasses,Knitted Cap,Muttonchops"
6408,Male,4153,Light,4,"Big Shades,Cigarette,Clown Nose,Crazy Hair"
6409,Male,6033,Light,3,"Front Beard,Horned Rim Glasses,Mohawk Dark"
6410,Male,395,Light,2,"Buck Teeth,Stringy Hair"
6411,Male,8484,Dark,3,"Clown Eyes Blue,Crazy Hair,Earring"
6412,Male,4732,Dark,3,"Cap Forward,Classic Shades,Earring"
6413,Male,342,Mid,2,"Buck Teeth,Shadow Beard"
6414,Male,6286,Light,3,"3D Glasses,Mohawk,Normal Beard"
6415,Female,7975,Albino,3,"Black Lipstick,Frumpy Hair,VR"
6416,Female,8413,Mid,4,"Black Lipstick,Clown Eyes Green,Earring,Wild Hair,Hidden Earring"
6417,Male,7750,Light,4,"Cigarette,Eye Patch,Mole,Peak Spike"
6418,Female,609,Light,2,"Clown Eyes Green,Pigtails"
6419,Male,835,Light,3,"Classic Shades,Earring,Top Hat"
6420,Male,4801,Light,4,"Earring,Frown,Hoodie,Nerd Glasses,Hidden Earring"
6421,Male,8516,Dark,3,"Clown Eyes Blue,Mohawk,Shadow Beard"
6422,Female,3508,Mid,4,"Blue Eye Shadow,Frumpy Hair,Medical Mask,Purple Lipstick,Hidden Lipstick"
6423,Male,7269,Light,3,"Eye Patch,Goat,Headband"
6424,Male,6246,Mid,2,"Chinstrap,Messy Hair"
6425,Female,2765,Mid,3,"Black Lipstick,Eye Mask,Straight Hair"
6426,Male,4823,Dark,3,"Front Beard,Hoodie,Small Shades"
6427,Male,5216,Light,3,"Frown,Goat,Stringy Hair"
6428,Male,6511,Dark,2,"Luxurious Beard,Wild Hair"
6429,Male,6687,Light,2,"Mohawk,Mustache"
6430,Female,1261,Dark,2,"Eye Mask,Wild White Hair"
6431,Male,6911,Light,3,"Normal Beard,Regular Shades,Shaved Head"
6432,Female,142,Light,2,"Choker,Stringy Hair"
6433,Male,7076,Light,3,"Bandana,Earring,Normal Beard"
6434,Female,9262,Mid,3,"Mohawk Thin,Mole,Purple Lipstick"
6435,Male,3783,Dark,3,"Classic Shades,Fedora,Front Beard"
6436,Female,2478,Mid,3,"Blue Eye Shadow,Clown Hair Green,Purple Lipstick"
6437,Male,4985,Mid,2,"Hoodie,Horned Rim Glasses"
6438,Male,5289,Mid,2,"Frown,Knitted Cap"
6439,Male,7841,Mid,3,"Clown Eyes Green,Mohawk Thin,Pipe"
6440,Female,9204,Light,2,"Big Shades,Mohawk Thin"
6441,Female,4531,Albino,1,Hot Lipstick
6442,Female,1593,Light,4,"Black Lipstick,Clown Eyes Green,Earring,Straight Hair Blonde,Hidden Earring"
6443,Male,2633,Albino,2,"Clown Hair Green,Horned Rim Glasses"
6444,Male,6757,Albino,4,"Earring,Mole,Normal Beard Black,Peak Spike,Hidden Mole"
6445,Male,5136,Light,3,"Front Beard Dark,Frumpy Hair,Nerd Glasses"
6446,Male,6492,Dark,3,"Classic Shades,Luxurious Beard,Wild Hair"
6447,Male,4285,Dark,2,"Do-rag,Smile"
6448,Female,8845,Dark,2,"Eye Patch,Knitted Cap"
6449,Male,5032,Albino,2,"Front Beard Dark,Shaved Head"
6450,Female,969,Albino,3,"Hot Lipstick,Spots,Wild Hair"
6451,Female,2447,Dark,4,"Earring,Medical Mask,Purple Lipstick,Straight Hair Dark,Hidden Earring,Hidden Lipstick"
6452,Male,7156,Light,3,"Earring,Eye Mask,Mohawk Thin"
6453,Male,5991,Mid,3,"Bandana,Front Beard,VR"
6454,Female,8654,Dark,3,"Big Shades,Earring,Headband"
6455,Male,3555,Light,2,"Medical Mask,Mohawk Dark"
6456,Male,9065,Mid,2,"Cigarette,Mohawk Dark"
6457,Male,5070,Mid,3,"Front Beard Dark,Small Shades,Stringy Hair"
6458,Female,4486,Mid,1,VR
6459,Male,805,Dark,3,"Normal Beard Black,Top Hat,VR"
6460,Female,9239,Mid,2,"Mohawk,Nerd Glasses"
6461,Female,9285,Mid,3,"Earring,Mohawk,Purple Lipstick"
6462,Female,2772,Dark,2,"Pipe,Straight Hair"
6463,Male,4306,Light,3,"Cap,Nerd Glasses,Smile"
6464,Female,8154,Light,3,"Cap,Classic Shades,Hot Lipstick"
6465,Female,1198,Dark,3,"Blonde Short,Earring,Purple Lipstick"
6466,Male,321,Dark,5,"Buck Teeth,Chinstrap,Cowboy Hat,Gold Chain,Mole,Hidden Mole"
6467,Male,6388,Dark,3,"Headband,Horned Rim Glasses,Luxurious Beard"
6468,Female,2448,Dark,4,"Black Lipstick,Clown Nose,Purple Eye Shadow,Straight Hair Dark"
6469,Female,8752,Light,4,"Cigarette,Crazy Hair,Horned Rim Glasses,Hot Lipstick"
6470,Male,3892,Dark,2,"Big Shades,Fedora"
6471,Male,884,Mid,2,"Clown Hair Green,Spots"
6472,Male,97,Light,2,"Beanie,Earring"
6473,Male,3213,Light,2,"Purple Hair,VR"
6474,Male,6442,Dark,2,"Luxurious Beard,Mohawk Dark"
6475,Male,5306,Mid,2,"Frown,Mohawk"
6476,Male,6753,Light,4,"Clown Eyes Blue,Earring,Normal Beard Black,Peak Spike"
6477,Male,776,Mid,3,"Eye Mask,Handlebars,Top Hat"
6478,Female,5658,Light,4,"Black Lipstick,Blue Eye Shadow,Cigarette,Mohawk"
6479,Male,4667,Mid,3,"Cap Forward,Horned Rim Glasses,Normal Beard"
6480,Male,6100,Dark,3,"Cigarette,Front Beard,Stringy Hair"
6481,Female,9852,Albino,2,"Hot Lipstick,Stringy Hair"
6482,Male,3847,Dark,2,"Fedora,Muttonchops"
6483,Female,7128,Dark,4,"Crazy Hair,Eye Mask,Hot Lipstick,Mole"
6484,Male,5847,Mid,3,"Normal Beard Black,Vape,Wild Hair"
6485,Male,2095,Light,2,"Normal Beard,Vampire Hair"
6486,Female,468,Light,3,"Mole,Welding Goggles,Wild Hair"
6487,Female,2,Albino,0,
6488,Male,6804,Mid,2,"Headband,Normal Beard Black"
6489,Male,4651,Mid,3,"Cap Forward,Normal Beard Black,Regular Shades"
6490,Female,239,Dark,2,"Black Lipstick,Tiara"
6491,Zombie,499,Zombie,3,"Cap Forward,Earring,Shadow Beard"
6492,Male,8450,Dark,2,"Clown Eyes Green,Stringy Hair"
6493,Male,4047,Mid,3,"Earring,Police Cap,Shadow Beard"
6494,Male,1054,Light,2,"Peak Spike,Rosy Cheeks"
6495,Female,9612,Mid,2,"Classic Shades,Messy Hair"
6496,Female,2001,Light,2,"Blue Eye Shadow,Half Shaved"
6497,Female,1157,Dark,2,"Blonde Short,Eye Patch"
6498,Female,3364,Mid,5,"Cigarette,Clown Eyes Blue,Earring,Headband,Hot Lipstick"
6499,Male,8355,Dark,2,"Clown Eyes Green,Knitted Cap"
6500,Female,8784,Light,2,"Crazy Hair,Nerd Glasses"
6501,Male,7235,Albino,2,"Goat,Peak Spike"
6502,Male,368,Albino,2,"Buck Teeth,Do-rag"
6503,Male,6150,Dark,3,"Chinstrap,Earring,Peak Spike"
6504,Male,850,Light,2,"Horned Rim Glasses,Top Hat"
6505,Male,4790,Light,4,"Classic Shades,Earring,Front Beard Dark,Hoodie,Hidden Earring"
6506,Female,9205,Light,2,"Horned Rim Glasses,Mohawk Thin"
6507,Male,8543,Dark,2,"Clown Eyes Blue,Frumpy Hair"
6508,Male,7372,Light,4,"Cigarette,Do-rag,Muttonchops,Small Shades"
6509,Female,2991,Dark,3,"Black Lipstick,Blue Eye Shadow,Dark Hair"
6510,Female,8144,Albino,3,"Cap,Eye Patch,Hot Lipstick"
6511,Male,846,Dark,3,"Earring,Regular Shades,Top Hat"
6512,Female,8494,Mid,3,"Clown Eyes Blue,Hot Lipstick,Knitted Cap"
6513,Female,687,Dark,3,"3D Glasses,Pink With Hat,Purple Lipstick"
6514,Male,7500,Dark,3,"Do-rag,Mole,Shadow Beard"
6515,Zombie,558,Zombie,2,"Cigarette,Wild Hair"
6516,Male,9985,Albino,2,"Bandana,Cigarette"
6517,Male,5162,Light,3,"Earring,Front Beard Dark,Stringy Hair"
6518,Female,9971,Mid,3,"Bandana,Earring,Purple Lipstick"
6519,Male,1876,Mid,2,"Big Beard,Stringy Hair"
6520,Female,1186,Light,3,"Black Lipstick,Blonde Short,Mole"
6521,Male,3832,Light,3,"Fedora,Goat,Regular Shades"
6522,Female,7927,Albino,3,"Cap,Earring,VR,Hidden Earring"
6523,Male,8885,Light,3,"Big Shades,Cigarette,Knitted Cap"
6524,Male,2516,Mid,3,"Chinstrap,Clown Hair Green,Nerd Glasses"
6525,Male,7247,Light,3,"Goat,Mohawk Thin,VR"
6526,Male,4442,Mid,3,"Cigarette,Mustache,Nerd Glasses"
6527,Male,6876,Mid,4,"Horned Rim Glasses,Messy Hair,Mole,Normal Beard Black,Hidden Mole"
6528,Female,1540,Light,4,"Black Lipstick,Earring,Green Eye Shadow,Straight Hair Blonde,Hidden Earring"
6529,Male,4800,Light,4,"Frown,Hoodie,Nerd Glasses,Shadow Beard"
6530,Male,3886,Mid,3,"Cigarette,Fedora,Regular Shades"
6531,Male,1476,Light,2,"Cowboy Hat,Earring"
6532,Female,316,Dark,2,"Earring,Orange Side,Hidden Earring"
6533,Male,7108,Light,2,"Eye Mask,Peak Spike"
6534,Female,8804,Mid,2,"Crazy Hair,Mole"
6535,Male,5520,Dark,3,"Handlebars,Mohawk Thin,Small Shades"
6536,Male,6629,Mid,3,"Earring,Headband,Mustache"
6537,Female,6534,Mid,2,"3D Glasses,Messy Hair"
6538,Male,3411,Light,4,"Cigarette,Gold Chain,Luxurious Beard,Stringy Hair"
6539,Male,5323,Light,2,"Frown,Wild Hair"
6540,Male,5316,Light,3,"Classic Shades,Frown,Wild Hair"
6541,Male,2937,Mid,2,"Crazy Hair,Silver Chain"
6542,Male,3820,Mid,3,"Fedora,Normal Beard,VR"
6543,Female,2657,Mid,3,"Black Lipstick,Clown Hair Green,Mole"
6544,Male,3760,Dark,3,"Fedora,Front Beard Dark,VR"
6545,Male,6663,Mid,3,"Mohawk Dark,Mole,Mustache"
6546,Male,6993,Albino,3,"Earring,Knitted Cap,Normal Beard"
6547,Female,5428,Mid,3,"Black Lipstick,Purple Eye Shadow,Stringy Hair"
6548,Male,5964,Albino,4,"Clown Eyes Green,Do-rag,Earring,Front Beard"
6549,Female,2239,Dark,3,"Classic Shades,Half Shaved,Purple Lipstick"
6550,Female,2580,Mid,3,"Clown Eyes Blue,Purple Lipstick,Straight Hair Dark"
6551,Male,7820,Dark,2,"Mole,Peak Spike"
6552,Male,1356,Mid,2,"Cowboy Hat,Smile"
6553,Male,9138,Albino,2,"Mohawk,Shadow Beard"
6554,Female,1109,Dark,4,"Blonde Short,Cigarette,Hot Lipstick,Purple Eye Shadow"
6555,Male,6749,Light,2,"Do-rag,Normal Beard Black"
6556,Female,2321,Light,3,"Blonde Bob,Hot Lipstick,Nerd Glasses"
6557,Male,2613,Mid,2,"Clown Hair Green,Shadow Beard"
6558,Female,2179,Light,3,"Clown Eyes Green,Mole,Red Mohawk"
6559,Female,471,Dark,2,"Welding Goggles,Wild Hair"
6560,Female,1521,Dark,4,"Black Lipstick,Blue Eye Shadow,Earring,Straight Hair Blonde,Hidden Earring"
6561,Male,7378,Dark,3,"Classic Shades,Muttonchops,Shaved Head"
6562,Male,4429,Light,3,"Chinstrap,Earring,Mole,Hidden Mole"
6563,Female,7929,Mid,3,"Cap,Earring,VR,Hidden Earring"
6564,Female,1528,Dark,3,"Blue Eye Shadow,Cigarette,Wild Blonde"
6565,Female,3074,Light,4,"Dark Hair,Mole,Nerd Glasses,Purple Lipstick"
6566,Female,6425,Mid,3,"3D Glasses,Earring,Knitted Cap"
6567,Male,6963,Mid,3,"Knitted Cap,Normal Beard,Small Shades"
6568,Female,1688,Mid,2,"Nerd Glasses,Wild Blonde"
6569,Female,3102,Mid,4,"Cigarette,Dark Hair,Earring,Hot Lipstick,Hidden Earring"
6570,Female,2378,Mid,3,"Earring,Purple Lipstick,Red Mohawk"
6571,Female,2854,Mid,3,"Black Lipstick,Dark Hair,Silver Chain"
6572,Male,6009,Mid,3,"Clown Eyes Green,Front Beard,Stringy Hair"
6573,Female,5363,Light,3,"Black Lipstick,Knitted Cap,Purple Eye Shadow"
6574,Female,9987,Light,3,"Bandana,Cigarette,Earring"
6575,Male,327,Light,2,"Buck Teeth,Clown Hair Green"
6576,Female,3686,Albino,2,"Regular Shades,Tassle Hat"
6577,Female,878,Mid,3,"Blonde Bob,Hot Lipstick,Spots"
6578,Male,4975,Mid,2,"Hoodie,Regular Shades"
6579,Male,7981,Mid,3,"Earring,Frumpy Hair,VR"
6580,Male,6207,Albino,3,"Chinstrap,Mohawk Dark,Nerd Glasses"
6581,Female,248,Dark,2,"Cigarette,Tiara"
6582,Male,6273,Dark,3,"3D Glasses,Crazy Hair,Luxurious Beard"
6583,Male,1879,Mid,2,"Bandana,Big Beard"
6584,Female,9820,Mid,2,"Nerd Glasses,Stringy Hair"
6585,Male,6241,Albino,3,"Chinstrap,Classic Shades,Messy Hair"
6586,Zombie,496,Zombie,2,"Knitted Cap,Smile"
6587,Female,8228,Light,3,"Cap,Earring,Hot Lipstick"
6588,Female,8972,Dark,2,"Classic Shades,Mohawk Dark"
6589,Female,1226,Light,2,"Clown Nose,Wild White Hair"
6590,Female,2689,Mid,3,"Clown Hair Green,Earring,Hot Lipstick"
6591,Male,5528,Light,3,"Clown Eyes Blue,Handlebars,Mohawk Dark"
6592,Female,1642,Light,3,"Black Lipstick,Regular Shades,Straight Hair Blonde"
6593,Female,9032,Mid,3,"Black Lipstick,Earring,Mohawk Dark"
6594,Male,3165,Albino,2,"Luxurious Beard,Purple Hair"
6595,Male,8865,Dark,3,"Knitted Cap,Nerd Glasses,Shadow Beard"
6596,Male,3472,Mid,3,"Bandana,Classic Shades,Gold Chain"
6597,Male,5514,Light,3,"Cap,Handlebars,Horned Rim Glasses"
6598,Female,2813,Light,3,"Big Shades,Black Lipstick,Straight Hair"
6599,Male,3932,Dark,3,"Earring,Handlebars,Police Cap"
6600,Male,6306,Mid,4,"Cigarette,Classic Shades,Do-rag,Luxurious Beard"
6601,Male,3944,Dark,3,"Front Beard,Horned Rim Glasses,Police Cap"
6602,Male,1072,Mid,4,"Mohawk,Nerd Glasses,Rosy Cheeks,Shadow Beard"
6603,Female,8702,Dark,2,"Cigarette,Headband"
6604,Male,5872,Dark,2,"Peak Spike,Vape"
6605,Male,9127,Dark,3,"Horned Rim Glasses,Mohawk,Shadow Beard"
6606,Female,5692,Light,3,"Black Lipstick,Blue Eye Shadow,Messy Hair"
6607,Male,1358,Light,2,"Cowboy Hat,Front Beard Dark"
6608,Female,5374,Albino,3,"Black Lipstick,Mohawk Dark,Purple Eye Shadow"
6609,Male,8722,Dark,4,"Cigarette,Classic Shades,Crazy Hair,Earring"
6610,Male,9627,Light,2,"Messy Hair,Shadow Beard"
6611,Male,2880,Mid,4,"Cap Forward,Regular Shades,Silver Chain,Vape"
6612,Female,3651,Dark,3,"Hot Lipstick,Tassle Hat,VR"
6613,Female,1582,Light,3,"Earring,Straight Hair Blonde,VR,Hidden Earring"
6614,Male,7326,Dark,3,"Frumpy Hair,Goat,Nerd Glasses"
6615,Male,1854,Light,2,"Big Beard,Mohawk Thin"
6616,Male,7032,Light,2,"Mohawk,Normal Beard"
6617,Male,832,Dark,2,"Clown Eyes Blue,Top Hat"
6618,Female,2816,Light,3,"Horned Rim Glasses,Purple Lipstick,Straight Hair"
6619,Male,2885,Light,2,"Hoodie,Silver Chain"
6620,Female,3640,Dark,2,"Eye Mask,Tassle Hat"
6621,Female,3732,Mid,3,"Cigarette,Hot Lipstick,Tassle Hat"
6622,Male,369,Mid,3,"Buck Teeth,Earring,Shaved Head"
6623,Male,7641,Dark,3,"Big Shades,Cap,Muttonchops"
6624,Male,7060,Dark,3,"Horned Rim Glasses,Messy Hair,Normal Beard"
6625,Female,2762,Dark,2,"3D Glasses,Straight Hair"
6626,Female,3595,Dark,3,"Earring,Purple Eye Shadow,Tassle Hat,Hidden Earring"
6627,Female,9482,Light,4,"Cigarette,Classic Shades,Mole,Wild Hair"
6628,Male,5900,Light,2,"Crazy Hair,Vape"
6629,Female,410,Dark,3,"Black Lipstick,Welding Goggles,Wild Blonde"
6630,Male,8675,Light,2,"Headband,Nerd Glasses"
6631,Female,1951,Light,3,"Half Shaved,Hot Lipstick,Purple Eye Shadow"
6632,Male,4297,Albino,2,"Peak Spike,Smile"
6633,Male,4256,Dark,4,"3D Glasses,Earring,Smile,Stringy Hair"
6634,Male,4847,Light,4,"3D Glasses,Cigarette,Earring,Hoodie,Hidden Earring"
6635,Male,4610,Light,3,"Cap Forward,Front Beard,Horned Rim Glasses"
6636,Male,9270,Mid,3,"Earring,Mohawk Thin,Mole"
6637,Female,9712,Albino,3,"Earring,Hot Lipstick,Messy Hair"
6638,Female,1886,Albino,3,"Blonde Bob,Clown Eyes Blue,Silver Chain"
6639,Male,935,Light,3,"Bandana,Muttonchops,Spots"
6640,Female,8135,Mid,3,"Cap,Clown Eyes Blue,Earring"
6641,Male,6049,Light,3,"Earring,Front Beard,Mohawk Thin"
6642,Male,6807,Dark,3,"Big Shades,Crazy Hair,Normal Beard Black"
6643,Male,7589,Dark,2,"Cigarette,Shaved Head"
6644,Male,6734,Mid,4,"Earring,Eye Mask,Mohawk Dark,Normal Beard Black"
6645,Male,5834,Mid,3,"Crazy Hair,Front Beard,Vape"
6646,Male,5581,Dark,3,"Eye Patch,Frumpy Hair,Handlebars"
6647,Male,6080,Mid,4,"Earring,Eye Patch,Front Beard,Messy Hair"
6648,Male,819,Mid,2,"Goat,Top Hat"
6649,Zombie,503,Zombie,2,"Crazy Hair,Front Beard Dark"
6650,Male,4679,Light,3,"Cap Forward,Goat,Small Shades"
6651,Female,2150,Dark,2,"Half Shaved,VR"
6652,Male,5327,Mid,2,"Frown,Messy Hair"
6653,Male,9475,Light,3,"Earring,Eye Patch,Wild Hair"
6654,Male,5168,Mid,3,"Bandana,Front Beard Dark,Regular Shades"
6655,Male,5227,Dark,3,"Do-rag,Frown,Horned Rim Glasses"
6656,Male,3997,Dark,2,"Eye Mask,Police Cap"
6657,Male,5274,Mid,2,"Frown,Headband"
6658,Male,2425,Light,2,"Earring,Vampire Hair"
6659,Male,6665,Albino,2,"Mohawk Dark,Mustache"
6660,Male,6155,Dark,4,"Chinstrap,Earring,Mohawk Thin,Pipe"
6661,Male,4365,Light,2,"Smile,Wild Hair"
6662,Female,8575,Mid,3,"Clown Eyes Blue,Purple Lipstick,Stringy Hair"
6663,Female,422,Dark,3,"Half Shaved,Mole,Welding Goggles"
6664,Female,8939,Light,2,"Cigarette,Knitted Cap"
6665,Female,3636,Light,4,"Black Lipstick,Earring,Eye Mask,Tassle Hat,Hidden Earring"
6666,Female,287,Albino,4,"Black Lipstick,Clown Eyes Blue,Earring,Orange Side,Hidden Earring"
6667,Female,2434,Mid,5,"Earring,Gold Chain,Nerd Glasses,Purple Lipstick,Straight Hair Dark,Hidden Earring"
6668,Female,3062,Albino,3,"Black Lipstick,Dark Hair,Horned Rim Glasses"
6669,Male,3943,Dark,4,"Front Beard,Mole,Police Cap,VR"
6670,Male,4996,Light,2,"Cigarette,Hoodie"
6671,Male,6747,Mid,3,"Earring,Normal Beard Black,Shaved Head"
6672,Male,8748,Light,2,"Crazy Hair,Regular Shades"
6673,Male,4272,Albino,3,"Shaved Head,Small Shades,Smile"
6674,Female,268,Dark,4,"Black Lipstick,Earring,Green Eye Shadow,Orange Side,Hidden Earring"
6675,Male,6180,Light,3,"Chinstrap,Headband,Regular Shades"
6676,Male,2952,Light,2,"Mohawk Thin,Silver Chain"
6677,Male,3386,Dark,3,"Cap Forward,Chinstrap,Gold Chain"
6678,Female,3065,Light,3,"Dark Hair,Horned Rim Glasses,Purple Lipstick"
6679,Male,6248,Light,3,"Chinstrap,Eye Patch,Stringy Hair"
6680,Male,3962,Dark,3,"Cigarette,Luxurious Beard,Police Cap"
6681,Female,4494,Dark,1,Clown Eyes Green
6682,Male,5270,Mid,3,"Cigarette,Frown,Headband"
6683,Male,5484,Dark,2,"Handlebars,Shaved Head"
6684,Male,3252,Mid,2,"Big Shades,Purple Hair"
6685,Male,8600,Dark,2,"Bandana,Clown Eyes Blue"
6686,Female,8356,Light,2,"Clown Eyes Green,Knitted Cap"
6687,Male,3380,Albino,3,"Big Shades,Gold Chain,Police Cap"
6688,Female,5755,Dark,2,"Green Eye Shadow,Knitted Cap"
6689,Male,5170,Albino,3,"Bandana,Earring,Front Beard Dark"
6690,Female,2660,Mid,3,"Black Lipstick,Cigarette,Straight Hair Dark"
6691,Male,6026,Mid,4,"Earring,Front Beard,Horned Rim Glasses,Knitted Cap"
6692,Male,9326,Mid,2,"Cigarette,Mohawk"
6693,Male,3162,Dark,4,"Classic Shades,Earring,Luxurious Beard,Purple Hair,Hidden Earring"
6694,Male,350,Dark,4,"Buck Teeth,Luxurious Beard,Shaved Head,Vape"
6695,Female,8659,Dark,2,"Big Shades,Headband"
6696,Female,5742,Light,3,"Crazy Hair,Green Eye Shadow,Purple Lipstick"
6697,Male,6083,Mid,4,"Cigarette,Front Beard,Horned Rim Glasses,Messy Hair"
6698,Female,8329,Mid,3,"Clown Eyes Green,Headband,Hot Lipstick"
6699,Female,5686,Light,3,"Blue Eye Shadow,Purple Lipstick,Wild Hair"
6700,Male,1848,Mid,3,"Big Beard,Mohawk Thin,Mole"
6701,Male,761,Mid,2,"Medical Mask,Top Hat"
6702,Male,8898,Light,2,"Big Shades,Knitted Cap"
6703,Female,2004,Mid,4,"Black Lipstick,Blonde Bob,Green Eye Shadow,Mole"
6704,Zombie,482,Zombie,3,"Cigarette,Earring,Rosy Cheeks"
6705,Male,9773,Mid,4,"Earring,Regular Shades,Shadow Beard,Stringy Hair"
6706,Female,874,Mid,2,"Spots,Wild Blonde"
6707,Female,576,Light,2,"Pigtails,Purple Eye Shadow"
6708,Female,1296,Mid,3,"Black Lipstick,Regular Shades,Wild White Hair"
6709,Male,8313,Light,3,"Shadow Beard,Small Shades,Stringy Hair"
6710,Female,9265,Light,3,"Hot Lipstick,Mohawk,Mole"
6711,Female,984,Mid,3,"3D Glasses,Blonde Bob,Rosy Cheeks"
6712,Female,4192,Mid,3,"Clown Nose,Horned Rim Glasses,Wild Hair"
6713,Male,7539,Albino,2,"Big Shades,Shaved Head"
6714,Female,1169,Mid,2,"Blonde Short,Regular Shades"
6715,Male,6145,Albino,4,"Chinstrap,Nerd Glasses,Peak Spike,Pipe"
6716,Female,9921,Albino,3,"Bandana,Big Shades,Earring"
6717,Male,4378,Light,2,"Smile,Stringy Hair"
6718,Female,5355,Dark,4,"Crazy Hair,Earring,Purple Eye Shadow,Purple Lipstick"
6719,Male,1416,Dark,2,"Cowboy Hat,Goat"
6720,Female,193,Mid,3,"Cigarette,Earring,Pilot Helmet,Hidden Earring"
6721,Male,4231,Mid,2,"Hoodie,Smile"
6722,Male,9817,Dark,2,"Nerd Glasses,Stringy Hair"
6723,Female,1493,Albino,3,"Clown Nose,Green Eye Shadow,Wild Blonde"
6724,Male,5208,Dark,4,"Earring,Frown,Mohawk,Normal Beard,Hidden Frown"
6725,Male,9800,Dark,3,"Big Shades,Earring,Stringy Hair"
6726,Male,1046,Dark,3,"Big Shades,Do-rag,Rosy Cheeks"
6727,Female,728,Dark,3,"Black Lipstick,Nerd Glasses,Pink With Hat"
6728,Female,2688,Albino,2,"Hot Lipstick,Straight Hair Dark"
6729,Male,7240,Mid,4,"Bandana,Goat,Pipe,Small Shades"
6730,Male,2915,Dark,4,"Horned Rim Glasses,Mole,Shaved Head,Silver Chain"
6731,Female,736,Light,3,"Mole,Pink With Hat,Purple Lipstick"
6732,Female,5702,Light,3,"Black Lipstick,Blue Eye Shadow,Stringy Hair"
